investor_id,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,monthly_savings_inr,total_portfolio_value_inr,has_aa_consent,direct_equity_inr,mutual_funds_inr,epf_inr,nps_inr,gold_physical_inr,gold_digital_inr,fixed_deposits_inr,ppf_inr,real_estate_estimate_inr,total_tracked_wealth_inr,total_estimated_wealth_inr,pct_wealth_on_single_platform,wealth_fragmentation_score,num_mutual_funds,num_direct_stocks,num_total_instruments,perceived_diversification_score,actual_diversification_score,diversification_gap,unique_underlying_stocks_in_mf,top15_stocks_cover_pct_of_mf,top_sector,top_sector_concentration_pct,top3_instruments_weight_pct,herfindahl_index,overlap_risk_flag,high_concentration_flag,knows_what_var_is,knows_sharpe_ratio,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,tracks_all_assets_in_one_place,risk_awareness_score_out_of_10,total_loss_last_18mo_inr,main_pain_point,would_use_parakh_simulator,willingness_to_pay_monthly_inr,preferred_channel,heard_of_account_aggregator,equity_to_total_wealth_pct,epf_gold_fd_share_pct,risk_loss_ratio,parakh_need_score
INV0278,44,Female,Tier 3,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,2,5,Conservative,18306,570804,0,224184,346620,377280,0,0,0,0,0,7764768,948084,8712852,6.6,4,3,5,8,5.5,1.0,4.5,15,59.9,Consumer,50.5,94.9,0.309206,0,1,0,0,0,0,0,0,0,0.0,717,Can't track all investments in one place,1,257,Mobile App,1,6.6,93.4,0.13,6.28
INV0279,46,Female,Tier 1,6L-10L,Self-Employed,Graduate,Zerodha,1,6,Conservative,11835,183901,1,49848,134053,0,0,424489,0,0,0,12224009,183901,12832399,1.4,4,7,3,10,8.5,2.2,6.3,55,83.0,Diversified,69.0,56.9,0.156282,1,1,0,1,0,1,0,0,1,4.0,24735,No idea what will happen if a stock falls,0,0,Web,1,1.4,98.6,13.45,5.5
INV0280,49,Male,Tier 2,20L-50L,Salaried-Private,Post-Graduate,Angel One,4,7,Aggressive,34622,1407606,0,702284,705322,1752342,700000,108641,70483,6767606,0,0,10698037,10806678,13.0,7,5,14,19,10.0,3.5,6.5,35,63.4,Diversified,49.4,58.8,0.155264,0,1,1,1,1,1,0,0,0,6.5,1234,Can't track all investments in one place,1,368,Web,0,13.0,87.0,0.09,5.6
INV0281,54,Male,Tier 2,<3L,Salaried-Private,Post-Graduate,Zerodha,3,4,Aggressive,3005,55151,0,27644,27507,61311,0,0,53276,317153,0,10012383,486891,10499274,0.5,6,4,11,15,9.5,3.3,6.2,15,73.5,Diversified,41.1,49.9,0.128219,1,0,0,0,0,0,0,0,1,1.0,2391,Don't know if I'm really diversified,1,0,Mobile App,1,0.5,99.5,4.34,7.12
INV0282,34,Male,Tier 2,20L-50L,Salaried-Private,12th Pass,Groww,2,4,Moderate,28366,1255217,0,503431,751786,849454,0,495339,0,1775196,0,0,3879867,4375206,28.7,5,11,11,22,10.0,3.8,6.2,91,69.3,Diversified,67.4,47.1,0.10673,1,0,0,0,0,1,0,0,0,1.5,4910,Don't know if I'm really diversified,0,0,Web,0,28.7,71.3,0.39,6.64
INV0283,36,Male,Tier 2,6L-10L,Salaried-Govt,10th Pass,5paisa,3,4,Aggressive,10537,272637,1,147214,125423,237043,120000,0,0,1028113,0,0,1657793,1657793,16.4,5,3,16,19,10.0,2.7,7.3,29,76.5,Diversified,45.1,56.3,0.157656,1,1,0,0,0,1,1,0,1,3.5,4834,Panic during market crashes,1,148,Web,1,16.4,83.6,1.77,6.33
INV0284,26,Male,Tier 1,6L-10L,Salaried-Private,12th Pass,5paisa,2,5,Aggressive,7691,303144,0,172682,130462,183002,80000,135118,9385,0,0,0,575531,710649,42.7,6,7,6,13,10.0,3.3,6.7,69,61.6,Diversified,46.6,67.6,0.185526,0,1,0,0,0,0,0,0,0,0.0,5031,Can't track all investments in one place,1,169,Mobile App,0,42.7,57.3,1.66,7.64
INV0285,41,Male,Tier 1,10L-20L,Salaried-Private,12th Pass,Zerodha,1,2,Conservative,25816,641334,0,321416,319918,192088,0,89844,0,2143265,0,10887821,2976687,13954352,4.6,6,5,5,10,7.5,3.1,4.4,48,69.4,Diversified,46.8,56.7,0.153906,1,1,0,0,0,0,0,0,0,0.0,8194,Can't track all investments in one place,0,0,Mobile App,1,4.6,95.4,1.28,6.84
INV0286,23,Female,Tier 2,10L-20L,Salaried-Private,Post-Graduate,Groww,1,3,Conservative,25941,295516,0,114189,181327,166507,0,0,0,2343567,0,0,2805590,2805590,10.5,4,8,3,11,9.5,3.6,5.9,59,59.4,Diversified,64.0,57.3,0.164119,0,1,0,0,0,0,0,0,0,0.0,1927,Panic during market crashes,0,0,Mobile App,0,10.5,89.5,0.65,6.76
INV0287,38,Male,Tier 1,10L-20L,Student,10th Pass,Zerodha,7,6,Conservative,12483,1885285,0,819336,1065949,0,0,471947,0,1571525,525000,6164553,3981810,10618310,17.8,6,5,5,10,7.5,3.4,4.1,52,65.6,Diversified,51.7,60.1,0.176176,1,1,0,1,0,0,0,0,0,1.5,3592,No idea what will happen if a stock falls,0,0,Web,1,17.8,82.2,0.19,6.21
INV0288,40,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Angel One,7,9,Aggressive,29336,2051042,1,1233601,817441,1330314,0,321839,0,1858954,525000,0,5765310,6087149,33.7,6,4,15,19,10.0,2.8,7.2,22,78.5,Diversified,43.5,57.0,0.142569,1,0,1,1,1,0,0,0,1,6.0,1066,Panic during market crashes,1,310,Web,1,33.7,66.3,0.05,5.72
INV0289,33,Male,Tier 1,3L-6L,Salaried-Govt,10th Pass,5paisa,4,3,Conservative,9746,807334,0,400870,406464,175386,0,0,15152,589132,0,0,1587004,1587004,50.9,5,6,1,7,6.5,1.0,5.5,55,80.4,Mining,50.0,72.3,0.292817,1,1,0,0,0,0,1,0,0,1.0,0,Lost money following social media tips,0,0,Web,0,50.9,49.1,0.0,6.57
INV0290,42,Female,Tier 1,10L-20L,Salaried-Private,10th Pass,Groww,1,2,Conservative,22253,229494,0,78644,150850,164519,0,257007,0,625012,0,6806169,1019025,8082201,2.8,6,5,5,10,7.5,2.3,5.2,43,79.1,Diversified,67.9,66.1,0.184213,1,1,1,0,0,0,0,0,0,1.5,5479,No idea what will happen if a stock falls,0,0,WhatsApp Bot,0,2.8,97.2,2.39,6.6
INV0291,23,Male,Tier 1,3L-6L,Student,Graduate,Groww,3,8,Aggressive,5038,288365,1,116598,171767,0,0,63522,23866,0,0,0,312231,375753,76.7,4,2,12,14,8.0,1.0,7.0,15,80.3,Diversified,61.4,78.7,0.369038,1,1,1,1,1,0,0,0,1,6.0,9268,Don't know if I'm really diversified,0,0,Mobile App,1,76.7,23.3,3.21,5.05
INV0292,23,Male,Tier 1,6L-10L,Salaried-Private,10th Pass,5paisa,1,3,Moderate,20472,283965,0,129394,154571,86051,40000,130468,0,0,40000,0,450016,580484,48.9,6,11,6,17,10.0,1.9,8.1,123,82.0,Diversified,59.8,70.8,0.205292,1,1,0,0,0,0,0,0,0,0.0,1193,Panic during market crashes,0,0,Mobile App,1,48.9,51.1,0.42,8.13
INV0293,50,Male,Tier 2,10L-20L,Salaried-Private,Graduate,Zerodha,2,6,Conservative,14745,435599,1,175415,260184,338560,0,488289,0,0,150000,0,924159,1412448,30.8,5,5,4,9,7.0,1.0,6.0,60,77.8,Diversified,62.8,73.1,0.231425,1,1,0,1,0,0,0,0,1,2.5,0,Don't know if I'm really diversified,1,325,Mobile App,1,30.8,69.2,0.0,6.22
INV0294,35,Male,Tier 2,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,1,5,Moderate,22110,379779,0,120684,259095,181453,0,110006,99875,0,0,0,661107,771113,49.3,5,5,11,16,10.0,3.0,7.0,49,70.2,Diversified,69.3,59.0,0.152733,1,1,0,0,0,1,0,0,1,2.5,0,Panic during market crashes,0,0,Mobile App,0,49.3,50.7,0.0,6.57
INV0295,27,Male,Tier 3,<3L,Salaried-Private,Graduate,HDFC Securities,3,4,Moderate,3134,87261,1,50976,36285,71542,30000,462368,71414,0,0,0,260217,722585,12.1,6,4,11,15,9.5,2.4,7.1,15,79.0,Diversified,44.4,57.0,0.146289,1,0,0,0,0,0,0,0,1,1.0,36829,Don't know if I'm really diversified,0,0,Mobile App,1,12.1,87.9,42.21,7.44
INV0296,40,Female,Tier 1,3L-6L,Salaried-Private,Graduate,Groww,4,6,Moderate,8017,577929,0,296351,281578,189918,0,0,0,0,90000,13060401,857847,13918248,4.2,5,4,3,7,5.5,1.0,4.5,26,60.5,Banking,49.8,91.6,0.364421,0,1,0,1,1,1,1,0,0,6.0,0,Don't know if I'm really diversified,0,0,Mobile App,0,4.2,95.8,0.0,4.47
INV0297,48,Female,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Upstox,2,6,Aggressive,23978,657669,0,253206,404463,342509,0,338272,0,0,0,0,1000178,1338450,49.1,4,3,9,12,7.5,1.2,6.3,19,77.3,Diversified,61.2,72.7,0.256774,1,1,1,1,1,0,0,0,0,5.0,33762,Panic during market crashes,0,0,Mobile App,1,49.1,50.9,5.13,5.15
INV0298,31,Male,Tier 1,3L-6L,Salaried-Private,Graduate,Groww,2,5,Conservative,5252,131497,0,0,131497,88308,0,0,66459,832944,0,0,1119208,1119208,11.7,5,8,0,8,8.0,4.0,4.0,76,71.2,Diversified,62.6,70.6,0.214831,1,1,0,0,0,1,0,0,0,1.5,11344,Panic during market crashes,1,120,Mobile App,1,11.7,88.3,8.63,5.88
INV0299,43,Male,Tier 2,3L-6L,Salaried-Private,10th Pass,Zerodha,3,4,Aggressive,4573,134192,0,71149,63043,135984,67500,194820,40127,688390,0,0,1066193,1261013,10.6,7,4,8,12,8.0,2.7,5.3,28,65.7,Diversified,49.6,70.3,0.203625,1,1,0,0,0,1,1,0,0,2.5,23721,Panic during market crashes,1,141,Web,0,10.6,89.4,17.68,6.58
INV0300,25,Female,Tier 2,<3L,Salaried-Private,Post-Graduate,Angel One,2,7,Aggressive,2743,114082,0,45362,68720,40710,20000,491860,0,0,20000,0,194792,686652,16.6,6,2,10,12,7.0,2.8,4.2,15,55.2,Diversified,50.4,72.4,0.301527,0,1,1,1,1,0,0,0,0,5.0,18632,Can't track all investments in one place,0,0,Mobile App,0,16.6,83.4,16.33,5.02
INV0301,24,Male,Tier 1,20L-50L,Freelancer,12th Pass,Zerodha,4,4,Moderate,33672,1076961,1,377975,698986,0,0,0,0,0,0,0,1076961,1076961,100.0,2,7,5,12,9.5,1.0,8.5,53,84.3,Diversified,53.6,76.9,0.221101,1,1,0,0,0,0,0,0,1,1.0,11873,Don't know if I'm really diversified,1,397,Mobile App,1,100.0,0.0,1.1,6.72
INV0302,40,Male,Tier 3,20L-50L,Self-Employed,12th Pass,HDFC Securities,3,3,Moderate,45538,2287094,0,1322150,964944,0,0,0,0,0,525000,10368223,2812094,13180317,17.4,4,4,3,7,5.5,1.0,4.5,26,70.2,Diversified,52.7,87.7,0.3819,1,1,0,0,0,0,0,0,0,0.0,1097,No idea what will happen if a stock falls,0,0,Web,0,17.4,82.6,0.05,6.28
INV0303,40,Male,Tier 1,6L-10L,Salaried-Govt,10th Pass,Zerodha,7,6,Moderate,10307,816634,0,457055,359579,596265,0,376416,95743,1144094,280000,0,2932736,3309152,24.7,7,11,9,20,10.0,4.3,5.7,120,57.6,Diversified,42.4,49.5,0.115373,0,0,0,1,0,1,0,0,1,4.0,1361,Don't know if I'm really diversified,0,0,WhatsApp Bot,0,24.7,75.3,0.17,6.2
INV0304,43,Male,Tier 2,6L-10L,Salaried-Private,10th Pass,Zerodha,3,2,Conservative,7517,465148,0,156161,308987,295087,0,0,71785,1324255,0,10664046,2156275,12820321,3.6,6,8,4,12,10.0,3.1,6.9,57,62.5,Diversified,59.7,64.5,0.162626,0,1,0,0,0,0,0,0,0,0.0,51458,No idea what will happen if a stock falls,1,209,Mobile App,0,3.6,96.4,11.06,7.72
INV0305,46,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,2,3,Moderate,15765,354600,1,130230,224370,0,80000,331634,66815,1456632,0,0,1958047,2289681,15.5,6,6,6,12,9.0,3.4,5.6,48,58.5,Diversified,60.3,68.3,0.190115,0,1,0,0,0,0,0,0,1,1.0,0,Lost money following social media tips,0,0,Mobile App,1,15.5,84.5,0.0,6.91
INV0306,60,Female,Tier 3,20L-50L,Retired,10th Pass,Zerodha,5,5,Moderate,39401,4043194,0,1536420,2506774,0,875000,282088,0,0,0,0,4918194,5200282,77.7,4,4,5,9,6.5,2.2,4.3,31,73.8,Diversified,64.0,67.6,0.178707,1,1,0,0,0,0,0,0,0,0.0,3320,Don't know if I'm really diversified,0,0,Web,1,77.7,22.3,0.08,6.2
INV0307,39,Female,Tier 2,10L-20L,Salaried-Private,Graduate,Zerodha,2,6,Moderate,15025,650784,0,266813,383971,410485,0,264218,0,0,150000,0,1211269,1475487,44.1,5,10,4,14,10.0,3.5,6.5,77,60.0,Diversified,45.0,56.5,0.137963,0,0,0,1,0,0,0,0,0,1.5,16387,Don't know if I'm really diversified,1,259,Web,0,44.1,55.9,2.52,6.75
INV0308,34,Female,Tier 3,3L-6L,Self-Employed,Post-Graduate,Groww,1,6,Moderate,5747,64041,0,37960,26081,0,0,195676,0,0,0,0,64041,259717,24.7,3,5,5,10,7.5,3.1,4.4,42,56.0,Diversified,42.8,69.1,0.23151,0,1,1,1,0,0,0,0,1,4.0,14751,Don't know if I'm really diversified,1,101,Mobile App,0,24.7,75.3,23.03,4.54
INV0309,49,Male,Tier 1,3L-6L,Salaried-Private,Graduate,Zerodha,4,5,Aggressive,6102,436937,1,284929,152008,229229,0,390550,0,161589,90000,3829914,917755,5138219,8.5,7,2,12,14,8.0,1.0,7.0,15,83.9,Diversified,42.0,69.7,0.206607,1,1,0,0,0,1,0,0,1,2.5,0,Don't know if I'm really diversified,1,124,WhatsApp Bot,1,8.5,91.5,0.0,7.17
INV0310,33,Male,Tier 3,3L-6L,Salaried-Private,Graduate,Zerodha,3,5,Moderate,3380,88634,1,49742,38892,149500,0,189726,0,0,0,0,238134,427860,20.7,4,9,11,20,10.0,4.3,5.7,106,61.6,Diversified,44.3,44.8,0.103726,0,0,0,0,1,1,1,0,1,5.5,14846,Can't track all investments in one place,1,100,Mobile App,1,20.7,79.3,16.75,4.77
INV0311,37,Female,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Upstox,4,7,Conservative,23824,1464305,0,763424,700881,771600,0,0,57582,0,300000,0,2593487,2593487,56.5,5,7,1,8,7.5,1.0,6.5,51,77.5,NBFC,52.9,82.1,0.327501,1,1,1,1,1,0,0,0,0,5.0,10766,Panic during market crashes,1,264,Mobile App,0,56.5,43.5,0.74,5.52
INV0312,25,Female,Tier 3,6L-10L,Business Owner,Graduate,Upstox,3,4,Moderate,8858,473667,1,160223,313444,0,0,185066,93494,326589,120000,0,1013750,1198816,39.5,6,9,4,13,10.0,3.4,6.6,102,64.5,Diversified,61.2,57.2,0.162743,0,1,0,0,0,1,1,0,1,3.5,22028,Lost money following social media tips,1,349,Mobile App,1,39.5,60.5,4.65,6.38
INV0313,23,Male,Tier 2,3L-6L,Student,Graduate,Upstox,5,6,Aggressive,8566,981584,0,544963,436621,0,0,0,0,0,0,0,981584,981584,100.0,2,3,10,13,8.0,1.2,6.8,15,83.2,Diversified,44.4,75.3,0.246025,1,1,1,1,0,1,0,0,0,4.5,7152,Can't track all investments in one place,1,78,Web,0,100.0,0.0,0.73,4.9
INV0314,59,Female,Tier 3,<3L,Self-Employed,Post-Graduate,Groww,3,7,Aggressive,3392,186963,1,89860,97103,0,0,338366,0,210276,30000,7036559,427239,7802164,2.4,6,7,15,22,10.0,3.2,6.8,71,79.2,Diversified,45.5,41.5,0.095404,1,0,1,1,0,0,0,0,1,4.0,3794,Don't know if I'm really diversified,0,0,Web,1,2.4,97.6,2.03,6.28
INV0315,50,Female,Tier 2,3L-6L,Student,Graduate,Groww,3,7,Moderate,5400,210161,0,110853,99308,0,67500,218394,99882,0,0,0,377543,595937,35.3,5,9,7,16,10.0,2.2,7.8,49,74.0,Diversified,46.8,67.2,0.199298,1,1,1,1,1,1,1,0,0,7.5,2055,Can't track all investments in one place,1,125,Web,0,35.3,64.7,0.98,5.11
INV0316,45,Male,Tier 2,50L+,Salaried-Private,Graduate,Upstox,1,5,Aggressive,73233,1087568,1,362113,725455,1049165,0,294665,0,0,0,0,2136733,2431398,44.7,4,5,9,14,9.5,1.6,7.9,48,78.2,Diversified,69.9,71.5,0.217627,1,1,0,0,0,1,0,0,1,2.5,1808,No idea what will happen if a stock falls,0,0,Mobile App,1,44.7,55.3,0.17,6.59
INV0317,36,Male,Tier 2,3L-6L,Salaried-Private,Graduate,Zerodha,3,6,Moderate,5842,174959,0,92342,82617,189997,67500,0,0,310718,0,0,743174,743174,23.5,5,5,3,8,6.5,3.5,3.0,27,55.3,Diversified,56.2,66.8,0.21743,0,1,0,1,0,1,0,0,0,3.0,0,Panic during market crashes,1,108,Mobile App,1,23.5,76.5,0.0,5.0
INV0318,30,Male,Tier 2,10L-20L,Salaried-Private,Post-Graduate,Groww,4,5,Moderate,25370,2291272,0,1054501,1236771,648773,300000,224250,0,0,0,0,3240045,3464295,66.1,5,10,8,18,10.0,2.4,7.6,104,80.4,Diversified,63.6,63.0,0.195318,1,1,0,0,1,0,0,0,1,3.0,20056,Panic during market crashes,0,0,Web,0,66.1,33.9,0.88,6.61
INV0319,29,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Angel One,2,7,Aggressive,21859,707875,1,437287,270588,380981,0,162554,46422,0,0,0,1135278,1297832,54.5,5,3,14,17,10.0,3.6,6.4,18,71.3,Diversified,40.1,49.9,0.118909,1,0,1,1,1,0,0,0,1,6.0,0,Don't know if I'm really diversified,0,0,WhatsApp Bot,1,54.5,45.5,0.0,5.14
INV0320,32,Male,Tier 1,6L-10L,Salaried-Private,Graduate,Angel One,3,5,Aggressive,11348,675168,1,380593,294575,252842,0,0,0,1320147,0,0,2248157,2248157,30.0,4,4,13,17,10.0,2.7,7.3,27,61.9,Diversified,51.3,57.8,0.167421,0,1,0,0,1,0,1,0,1,4.0,53219,No idea what will happen if a stock falls,1,378,Mobile App,1,30.0,70.0,7.88,5.86
INV0321,40,Female,Tier 1,6L-10L,Freelancer,12th Pass,Zerodha,2,4,Moderate,12175,291136,1,103209,187927,0,0,0,32508,864034,0,0,1187678,1187678,24.5,4,4,3,7,5.5,2.8,2.7,15,69.4,Diversified,65.6,59.4,0.167735,1,1,0,0,0,1,0,0,1,2.5,867,Don't know if I'm really diversified,0,0,Mobile App,1,24.5,75.5,0.3,4.77
INV0322,46,Male,Tier 1,3L-6L,Self-Employed,Post-Graduate,Groww,3,6,Aggressive,5094,200002,0,91987,108015,0,0,243963,76073,843691,67500,0,1187266,1431229,14.0,6,3,8,11,7.0,1.0,6.0,15,82.0,Diversified,52.2,82.8,0.298511,1,1,0,1,0,0,0,0,1,2.5,78638,Panic during market crashes,1,184,Web,0,14.0,86.0,39.32,6.52
INV0323,44,Male,Tier 3,10L-20L,Self-Employed,Graduate,Angel One,2,7,Conservative,20112,659643,0,356343,303300,0,150000,156838,0,0,150000,0,959643,1116481,59.1,5,4,1,5,4.5,1.0,3.5,39,76.3,Diversified,51.0,97.1,0.385551,1,1,1,1,0,1,0,0,0,4.5,9550,Can't track all investments in one place,1,253,Mobile App,0,59.1,40.9,1.45,4.65
INV0324,33,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Upstox,1,5,Aggressive,10528,77405,0,34432,42973,181583,0,264266,0,0,75000,0,333988,598254,12.9,5,5,16,21,10.0,3.4,6.6,33,65.8,Diversified,58.4,47.4,0.121313,1,0,0,0,0,1,0,0,0,1.5,9982,Lost money following social media tips,1,259,Mobile App,1,12.9,87.1,12.9,6.78
INV0325,58,Male,Tier 3,10L-20L,Business Owner,Graduate,Angel One,2,6,Moderate,27355,673528,0,278042,395486,0,0,314937,13544,2753923,150000,11854515,3590995,15760447,4.3,7,11,10,21,10.0,4.4,5.6,106,56.6,Diversified,51.9,56.4,0.13702,0,0,0,1,1,1,0,0,0,5.0,29362,Don't know if I'm really diversified,0,0,Mobile App,0,4.3,95.7,4.36,5.81
INV0326,47,Female,Tier 1,10L-20L,Freelancer,12th Pass,Angel One,3,4,Conservative,23643,1776309,0,603627,1172682,0,0,0,0,1100541,0,0,2876850,2876850,61.7,3,3,2,5,4.0,1.0,3.0,17,84.7,Diversified,67.4,96.9,0.469318,1,1,0,0,0,1,1,0,0,2.5,12589,No idea what will happen if a stock falls,1,269,Mobile App,0,61.7,38.3,0.71,4.57
INV0327,41,Male,Tier 1,3L-6L,Business Owner,Graduate,Angel One,5,6,Conservative,4839,739039,0,353174,385865,0,0,443521,0,815490,0,12926217,1554529,14924267,5.0,5,8,2,10,9.0,1.0,8.0,59,81.8,Diversified,60.1,87.3,0.327997,1,1,0,1,0,0,0,0,1,2.5,2214,Panic during market crashes,0,0,Mobile App,0,5.0,95.0,0.3,6.92
INV0328,43,Male,Tier 3,50L+,Salaried-Private,Post-Graduate,Zerodha,3,7,Moderate,132721,7215605,1,4507600,2708005,3076627,1200000,0,0,1124285,1200000,0,13816517,13816517,52.2,6,9,4,13,10.0,2.9,7.1,55,68.8,Diversified,40.1,63.8,0.205218,1,1,1,1,0,1,0,0,1,5.5,0,Don't know if I'm really diversified,1,721,Mobile App,1,52.2,47.8,0.0,5.86
INV0329,37,Female,Tier 2,10L-20L,Self-Employed,Graduate,Groww,6,6,Moderate,22478,2347287,1,768838,1578449,0,0,0,0,2704367,0,8192196,5051654,13243850,17.7,4,5,5,10,7.5,2.1,5.4,35,80.0,Diversified,66.4,66.0,0.174326,1,1,0,1,0,0,0,0,1,2.5,21423,Can't track all investments in one place,0,0,Mobile App,1,17.7,82.3,0.91,5.72
INV0330,32,Male,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Upstox,2,6,Moderate,4445,64469,0,32812,31657,106008,0,0,0,0,45000,0,215477,215477,29.9,4,9,6,15,10.0,2.1,7.9,52,74.6,Diversified,44.8,69.0,0.178563,1,1,0,1,1,0,0,0,0,3.5,15926,Panic during market crashes,1,76,Mobile App,0,29.9,70.1,24.7,6.24
INV0331,35,Male,Tier 2,50L+,Salaried-Private,Graduate,Upstox,6,7,Moderate,109276,7980948,0,2337691,5643257,5245156,0,203079,45850,0,0,0,13271954,13475033,59.2,5,6,3,9,7.5,2.1,5.4,32,69.3,Diversified,60.4,66.8,0.198856,1,1,1,1,0,1,0,0,0,4.5,28268,Don't know if I'm really diversified,0,0,Web,0,59.2,40.8,0.35,5.32
INV0332,48,Male,Tier 2,10L-20L,Salaried-Private,Graduate,Angel One,6,7,Moderate,24189,1023312,1,497712,525600,922627,0,216490,0,0,450000,5965877,2395939,8578306,11.9,6,6,10,16,10.0,2.5,7.5,62,77.4,Diversified,49.3,59.4,0.154484,1,1,1,1,0,0,0,0,1,4.0,0,Panic during market crashes,1,361,WhatsApp Bot,1,11.9,88.1,0.0,6.52
INV0333,22,Male,Tier 1,6L-10L,Student,Post-Graduate,Groww,8,9,Aggressive,13183,2791409,0,1138173,1653236,0,320000,132665,0,152783,0,0,3264192,3396857,82.2,5,2,7,9,5.5,1.4,4.1,15,66.1,Diversified,54.0,79.5,0.331836,1,1,1,1,0,0,0,0,0,3.0,13827,No idea what will happen if a stock falls,1,210,Mobile App,0,82.2,17.8,0.5,5.38
INV0334,27,Male,Tier 3,6L-10L,Self-Employed,Post-Graduate,Groww,1,7,Moderate,10722,162723,0,60322,102401,0,0,0,0,0,0,0,162723,162723,100.0,2,11,7,18,10.0,3.0,7.0,97,83.6,Diversified,65.3,40.1,0.094928,1,0,1,1,0,0,0,0,0,3.0,498,Don't know if I'm really diversified,1,214,Web,0,100.0,0.0,0.31,5.5
INV0335,24,Male,Tier 3,10L-20L,Salaried-Private,Graduate,5paisa,5,7,Moderate,24477,1695373,0,853286,842087,738224,0,304999,0,1994522,0,0,4428119,4733118,35.8,5,8,9,17,10.0,2.4,7.6,65,83.4,Diversified,46.2,57.6,0.150069,1,1,1,1,0,1,0,0,0,4.5,15655,Can't track all investments in one place,1,323,Mobile App,0,35.8,64.2,0.92,6.08
INV0336,23,Male,Tier 2,6L-10L,Salaried-Private,12th Pass,Angel One,3,3,Moderate,11214,1029457,1,605203,424254,235395,0,468238,8042,345934,0,0,1618828,2087066,49.3,6,6,6,12,9.0,3.2,5.8,60,61.4,Diversified,50.4,67.1,0.189696,0,1,0,0,0,0,0,0,1,1.0,5823,Don't know if I'm really diversified,0,0,WhatsApp Bot,1,49.3,50.7,0.57,6.98
INV0337,51,Female,Tier 1,3L-6L,Salaried-Govt,10th Pass,5paisa,6,6,Aggressive,6833,302422,1,105286,197136,290983,0,88249,0,695162,0,0,1288567,1376816,22.0,5,5,10,15,10.0,2.3,7.7,34,76.1,Diversified,55.6,73.4,0.208854,1,1,0,1,1,1,0,0,1,6.0,273,Don't know if I'm really diversified,1,80,Mobile App,1,22.0,78.0,0.09,5.6
INV0338,46,Male,Tier 2,6L-10L,Salaried-Private,Post-Graduate,Angel One,5,6,Aggressive,6285,519743,0,239518,280225,574357,0,257688,0,329698,0,10120514,1423798,11802000,4.4,6,3,9,12,7.5,3.6,3.9,15,60.7,Diversified,59.5,53.9,0.139575,0,0,0,1,0,0,0,0,0,1.5,12300,Lost money following social media tips,0,0,Web,0,4.4,95.6,2.37,6.14
INV0339,38,Male,Tier 1,20L-50L,Salaried-Private,Graduate,Upstox,1,6,Moderate,40118,785561,0,416998,368563,421047,0,379429,0,4408169,0,4108573,5614777,10102779,7.8,6,11,9,20,10.0,4.2,5.8,78,70.5,Diversified,52.3,36.1,0.083257,1,0,0,1,0,0,0,0,0,1.5,1560,Can't track all investments in one place,0,0,Mobile App,1,7.8,92.2,0.2,6.8
INV0340,26,Male,Tier 1,3L-6L,Salaried-Private,Graduate,Upstox,1,6,Moderate,8583,88916,0,35872,53044,49875,0,285757,0,0,22500,0,161291,447048,19.9,5,8,7,15,10.0,4.0,6.0,51,59.1,Diversified,57.2,51.4,0.130735,0,0,1,1,0,0,0,0,0,3.0,0,Panic during market crashes,1,125,WhatsApp Bot,0,19.9,80.1,0.0,6.05
INV0341,39,Male,Tier 1,6L-10L,Business Owner,Graduate,5paisa,2,4,Conservative,9698,270182,1,109624,160558,0,0,0,0,0,0,13653341,270182,13923523,1.9,3,8,5,13,10.0,3.8,6.2,57,62.8,Diversified,59.3,51.3,0.12719,0,0,1,0,0,0,0,0,1,2.5,1760,Don't know if I'm really diversified,1,166,Mobile App,1,1.9,98.1,0.65,5.7
INV0342,38,Male,Tier 2,10L-20L,Salaried-Private,Graduate,Zerodha,5,7,Moderate,18678,1815269,1,762304,1052965,804481,0,253287,0,2146114,375000,6399700,5140864,11793851,15.4,7,11,6,17,10.0,3.5,6.5,71,66.0,Diversified,56.4,64.3,0.172564,1,1,1,1,0,1,0,0,1,5.5,6705,Panic during market crashes,0,0,Mobile App,1,15.4,84.6,0.37,5.95
INV0343,30,Male,Tier 3,6L-10L,Salaried-Private,12th Pass,Upstox,6,5,Moderate,10656,1341461,0,701062,640399,673093,0,98933,17299,956073,0,0,2987926,3086859,43.5,6,5,5,10,7.5,2.1,5.4,21,79.6,Diversified,47.1,67.2,0.191859,1,1,1,0,1,1,0,0,1,6.0,9069,Can't track all investments in one place,1,241,WhatsApp Bot,1,43.5,56.5,0.68,5.09
