investor_id,trade_date,trade_type,asset_class,instrument_name,trade_amount_inr,decision_basis,market_event_flag,market_event_name,loss_occurred,loss_amount_inr,checked_risk_before_trade,post_trade_regret_score,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,total_portfolio_value_inr,monthly_savings_inr,has_aa_consent,risk_awareness_score_out_of_10,knows_what_var_is,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,would_use_parakh_simulator,willingness_to_pay_monthly_inr,main_pain_point,preferred_channel,evt_date,evt_name,evt_type,evt_sectors_impacted,evt_avg_portfolio_impact_pct,evt_pct_sold_at_loss,evt_avg_loss_per_investor_inr,evt_panic_sell_rate_pct,evt_risk_checked_before_sell_pct,evt_sentiment,loss_pct_of_trade,uninformed_trade_flag,high_risk_trade_flag
INV0132,2024-04-03,SELL,Mutual Fund,SBI Bluechip,8579,Own Research,0,No Event,1,2697,1,5,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,31.44,0,0
INV0132,2024-04-11,SELL,Direct Equity,Asian Paints,1001,Social Media Tip,0,No Event,0,0,0,4,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0132,2024-06-21,BUY,Direct Equity,Adani Ports,8922,News/Media,0,No Event,1,2943,0,9,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,32.99,0,0
INV0132,2025-01-26,SELL,Direct Equity,NTPC,8286,Broker Recommendation,1,Union Budget FY26,1,3147,0,9,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,37.98,0,0
INV0132,2025-02-28,BUY,Mutual Fund,Axis Bluechip Fund,41587,Own Research,0,No Event,0,0,0,3,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0132,2025-03-23,BUY,Mutual Fund,UTI Flexi Cap,16341,News/Media,0,No Event,0,0,0,1,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0132,2025-06-24,BUY,Mutual Fund,Axis Mid Cap,35254,FOMO,0,No Event,0,0,0,1,31,Female,Tier 2,6L-10L,Salaried-Private,Graduate,Angel One,2,7,Moderate,214460,12776,1,4.0,1,0,0,0,0,1,213,Don't know if I'm really diversified,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0133,2024-01-28,SELL,Direct Equity,HDFC Bank,27190,Technical Analysis,1,Budget Surprise LTCG Hike,1,4943,0,9,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,2024-02-01,Budget Surprise LTCG Hike,Regulatory,All Sectors,-10.61,43.3,2301.0,35.1,20.4,Extreme Fear,18.18,0,0
INV0133,2024-02-23,BUY,Direct Equity,Wipro,9945,Broker Recommendation,0,No Event,0,0,0,3,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-03-01,BUY,Mutual Fund,Motilal Oswal Nasdaq 100,7394,Social Media Tip,0,No Event,1,1520,0,9,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,20.56,1,1
INV0133,2024-04-11,BUY,Direct Equity,Bajaj Finance,11753,Social Media Tip,0,No Event,1,2744,0,6,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,23.35,1,1
INV0133,2024-05-25,BUY,Direct Equity,Sun Pharma,12521,FOMO,0,No Event,1,1143,0,6,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,9.13,1,1
INV0133,2024-05-27,SELL,Direct Equity,Britannia,1155,FOMO,0,No Event,0,0,0,5,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0133,2024-06-06,BUY,Direct Equity,Adani Enterprises,45892,Technical Analysis,0,No Event,0,0,0,1,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-08-30,BUY,Direct Equity,Tata Steel,2083,Own Research,0,No Event,0,0,0,4,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-09-02,BUY,Direct Equity,Zomato,37715,Broker Recommendation,0,No Event,1,8874,0,6,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,23.53,0,0
INV0133,2024-09-18,BUY,Direct Equity,SBI,38870,Social Media Tip,1,Fed Rate Cut 50bps,0,0,0,4,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,2024-09-18,Fed Rate Cut 50bps,Global Macro,IT/Metals,-6.33,48.6,1842.0,46.8,17.6,Extreme Fear,0.0,1,1
INV0133,2024-10-02,SELL,Mutual Fund,Mirae Asset Large Cap,6388,Own Research,0,No Event,0,0,0,2,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-11-01,SELL,Mutual Fund,SBI Small Cap,3239,News/Media,0,No Event,0,0,0,3,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-11-21,BUY,Direct Equity,Divi's Labs,14523,News/Media,0,No Event,0,0,0,4,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0133,2024-11-27,BUY,Mutual Fund,Nippon India Multi Cap,28249,Astrology/Gut,0,No Event,1,9277,0,6,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,32.84,1,1
INV0133,2024-11-29,BUY,Direct Equity,Britannia,23635,Social Media Tip,0,No Event,1,6140,0,8,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,25.98,1,1
INV0133,2025-01-19,BUY,Direct Equity,Kotak Mahindra,6522,News/Media,0,No Event,1,2332,0,8,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,35.76,0,0
INV0133,2025-01-29,BUY,Direct Equity,Kotak Mahindra,38231,Own Research,1,Union Budget FY26,1,5643,0,7,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,14.76,0,0
INV0133,2025-02-20,BUY,Mutual Fund,HDFC Top 100,9538,FOMO,0,No Event,0,0,0,1,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0133,2025-02-21,SELL,Direct Equity,Nestle India,7643,Own Research,0,No Event,1,1779,1,2,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,23.28,0,0
INV0133,2025-06-04,BUY,Direct Equity,Hindalco,4363,News/Media,0,No Event,0,0,0,4,27,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,7,8,Moderate,1911763,15586,0,4.0,1,0,0,0,0,0,0,No idea what will happen if a stock falls,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0134,2024-03-26,SELL,Direct Equity,Paytm,19123,News/Media,0,No Event,1,6553,0,8,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,34.27,0,0
INV0134,2024-04-13,BUY,Direct Equity,L&T,2488,Technical Analysis,1,Iran-Israel Escalation,0,0,0,1,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,2024-04-19,Iran-Israel Escalation,Geopolitical,Energy,-12.74,44.0,1535.0,21.8,22.6,Extreme Fear,0.0,0,0
INV0134,2024-05-08,SELL,Direct Equity,Adani Enterprises,9625,News/Media,1,Election Exit Poll Shock,1,3451,0,9,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,35.85,0,0
INV0134,2024-08-27,BUY,Direct Equity,TCS,8211,Broker Recommendation,0,No Event,0,0,0,3,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0134,2024-10-02,BUY,Mutual Fund,HDFC Sensex Index,21734,News/Media,0,No Event,1,7303,0,6,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,33.6,0,0
INV0134,2025-02-20,BUY,Mutual Fund,Axis Small Cap,22415,News/Media,0,No Event,0,0,0,1,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0134,2025-02-21,SELL,Direct Equity,Paytm,3652,News/Media,0,No Event,0,0,0,2,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0134,2025-05-10,SELL,Direct Equity,TCS,38180,Social Media Tip,0,No Event,0,0,0,4,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0134,2025-05-27,SELL,Direct Equity,HCL Tech,8181,Own Research,0,No Event,0,0,0,2,34,Male,Tier 1,10L-20L,Salaried-Govt,Post-Graduate,Zerodha,4,6,Moderate,1037463,13645,0,1.5,0,0,0,0,0,1,265,Can't track all investments in one place,WhatsApp Bot,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0135,2024-05-25,SELL,Direct Equity,Maruti Suzuki,7083,Technical Analysis,0,No Event,1,2046,0,7,58,Male,Tier 2,50L+,Self-Employed,Graduate,Groww,4,7,Aggressive,6815590,101353,0,4.5,1,0,1,0,0,1,729,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,28.89,0,0
INV0135,2024-06-21,BUY,Mutual Fund,Quant Active Fund,1768,Technical Analysis,0,No Event,0,0,0,4,58,Male,Tier 2,50L+,Self-Employed,Graduate,Groww,4,7,Aggressive,6815590,101353,0,4.5,1,0,1,0,0,1,729,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0136,2024-01-02,BUY,Mutual Fund,Axis Small Cap,3886,FOMO,0,No Event,1,740,0,8,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,19.04,1,1
INV0136,2024-02-16,SELL,Direct Equity,Nestle India,12282,News/Media,0,No Event,1,2749,0,6,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,22.38,0,0
INV0136,2024-03-02,SELL,Direct Equity,JSW Steel,1417,Technical Analysis,0,No Event,0,0,0,4,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0136,2024-03-12,SELL,Direct Equity,Adani Enterprises,12975,News/Media,0,No Event,0,0,0,1,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0136,2024-06-20,BUY,Mutual Fund,Axis Bluechip Fund,3488,Own Research,0,No Event,0,0,0,4,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0136,2024-08-05,BUY,Direct Equity,Avenue Supermarts,14442,Broker Recommendation,0,No Event,1,1285,0,6,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,8.9,0,0
INV0136,2024-09-13,BUY,Mutual Fund,SBI Nifty IT ETF,3188,Social Media Tip,1,Fed Rate Cut 50bps,1,258,0,7,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,2024-09-18,Fed Rate Cut 50bps,Global Macro,IT/Metals,-6.33,48.6,1842.0,46.8,17.6,Extreme Fear,8.09,1,1
INV0136,2024-10-06,SELL,Mutual Fund,Motilal Oswal Nasdaq 100,6260,Social Media Tip,0,No Event,0,0,0,2,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0136,2024-10-23,SELL,Direct Equity,LIC,6689,Social Media Tip,0,No Event,0,0,0,5,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0136,2025-01-24,BUY,Mutual Fund,Kotak Emerging Equity,8976,Own Research,0,No Event,0,0,1,3,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0136,2025-03-09,SELL,Direct Equity,Berger Paints,9699,FOMO,0,No Event,0,0,0,4,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0136,2025-04-07,SELL,Direct Equity,Infosys,26507,Social Media Tip,1,Trump Tariff Shock,0,0,0,4,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,2025-04-07,Trump Tariff Shock,Global Macro,IT/Export,-3.49,41.4,1803.0,51.8,6.2,Fear,0.0,1,1
INV0136,2025-06-06,BUY,Mutual Fund,HDFC Mid-Cap Opportunities,37828,News/Media,0,No Event,1,2289,0,8,34,Male,Tier 1,3L-6L,Freelancer,Graduate,Upstox,1,5,Moderate,158426,6939,0,1.5,0,0,1,0,0,1,72,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,6.05,0,0
INV0137,2024-04-01,SELL,Direct Equity,Hero MotoCorp,8863,Own Research,0,No Event,0,0,1,4,40,Male,Tier 3,6L-10L,Salaried-Private,10th Pass,Angel One,2,2,Moderate,295123,8281,1,2.5,1,0,0,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0137,2024-05-05,SELL,Direct Equity,HUL,9042,FOMO,1,Election Exit Poll Shock,0,0,0,5,40,Male,Tier 3,6L-10L,Salaried-Private,10th Pass,Angel One,2,2,Moderate,295123,8281,1,2.5,1,0,0,0,0,0,0,Don't know if I'm really diversified,Mobile App,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,0.0,1,1
INV0137,2024-10-13,BUY,Direct Equity,Dr Reddy's,3955,Social Media Tip,0,No Event,1,368,0,9,40,Male,Tier 3,6L-10L,Salaried-Private,10th Pass,Angel One,2,2,Moderate,295123,8281,1,2.5,1,0,0,0,0,0,0,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,9.3,1,1
INV0138,2024-01-03,SELL,Direct Equity,Zomato,15943,News/Media,0,No Event,1,4416,0,6,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,27.7,0,0
INV0138,2024-01-10,BUY,Mutual Fund,SBI Nifty IT ETF,3843,Own Research,0,No Event,1,702,1,2,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,18.27,0,0
INV0138,2024-02-01,BUY,Direct Equity,Cipla,41037,Social Media Tip,1,Budget Surprise LTCG Hike,1,5306,0,7,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,2024-02-01,Budget Surprise LTCG Hike,Regulatory,All Sectors,-10.61,43.3,2301.0,35.1,20.4,Extreme Fear,12.93,1,1
INV0138,2024-03-20,BUY,Mutual Fund,HDFC Sensex Index,30880,Social Media Tip,0,No Event,0,0,0,3,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0138,2024-03-24,BUY,Direct Equity,LIC,6618,Social Media Tip,0,No Event,0,0,0,4,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0138,2024-05-06,BUY,Mutual Fund,Kotak Emerging Equity,5466,News/Media,1,Election Exit Poll Shock,1,1450,0,6,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,26.53,0,0
INV0138,2024-05-07,BUY,Mutual Fund,Axis Small Cap,29731,Own Research,1,Election Exit Poll Shock,0,0,0,1,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,2024-05-04,Election Exit Poll Shock,Domestic Political,All Sectors,-6.04,46.6,2087.0,32.6,19.3,Neutral,0.0,0,0
INV0138,2024-05-16,SELL,Mutual Fund,Franklin India Feeder US,3062,FOMO,0,No Event,1,340,0,8,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,11.1,1,1
INV0138,2024-06-26,SELL,Direct Equity,Sun Pharma,14340,News/Media,0,No Event,0,0,0,4,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0138,2024-06-30,SELL,Direct Equity,Reliance Industries,9212,Broker Recommendation,0,No Event,0,0,0,1,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0138,2024-08-03,SELL,Direct Equity,Nykaa,15962,FOMO,0,No Event,0,0,0,3,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0138,2024-08-03,SELL,Direct Equity,Divi's Labs,2445,Broker Recommendation,0,No Event,1,526,0,8,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,21.51,0,0
INV0138,2024-08-14,BUY,Mutual Fund,ICICI Pru Pharma ETF,5462,Own Research,0,No Event,0,0,1,4,46,Male,Tier 2,3L-6L,Self-Employed,Graduate,Angel One,5,6,Conservative,68172,3745,0,1.5,0,0,0,0,0,1,192,Don't know if I'm really diversified,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
